Subject ID: 0
Tue Jun 25 11:03:11 2019
Controller Frequency: 1.00 kHz
Time(s), Time(ns), x, xa, v, va, v_unfilt, f, f_unfilt, Fa, xdes, vdes, cmd, LSB, LSF
3011775, 515560201, 246.927, 246.930, 0.000, -0.012, 0.000, 0.009, 0.091, 0.000, 246.924, -3.000, 2.500, 0, 0 
3011775, 516574991, 246.927, 246.933, 0.000, -0.026, 0.000, 0.082, 0.817, 0.000, 246.921, -3.002, 2.500, 0, 0 
3011775, 517587411, 246.927, 246.936, 0.000, -0.038, 0.000, -0.013, -0.224, 0.000, 246.918, -3.003, 2.500, 0, 0 
3011775, 518600914, 246.927, 246.939, 0.000, -0.051, 0.000, 0.084, -0.066, 0.000, 246.915, -3.005, 2.500, 0, 0 
3011775, 519615193, 246.927, 246.942, 0.000, -0.065, 0.000, 0.090, 0.218, 0.000, 246.912, -3.006, 2.500, 0, 0 
3011775, 520627824, 246.927, 246.945, 0.000, -0.079, 0.000, 0.093, 0.312, 0.000, 246.909, -3.008, 2.500, 0, 0 
3011775, 521639549, 246.927, 246.948, 0.000, -0.094, 0.000, 0.153, 0.691, 0.000, 246.906, -3.009, 2.500, 0, 0 
3011775, 522653176, 246.927, 246.950, 0.000, -0.107, 0.000, 0.077, -0.382, 0.000, 246.903, -3.011, 2.500, 0, 0 
3011775, 523665858, 246.927, 246.953, 0.000, -0.122, 0.000, 0.146, -0.382, 0.000, 246.900, -3.012, 2.500, 0, 0 
3011775, 524678016, 246.927, 246.956, 0.000, -0.137, 0.000, 0.155, 0.091, 0.000, 246.897, -3.014, 2.500, 0, 0 
3011775, 525690207, 246.927, 246.959, 0.000, -0.147, 0.000, -0.066, -1.738, 0.000, 246.894, -3.015, 2.500, 0, 1 
3011775, 526833151, 246.927, 246.962, 0.000, -0.161, 0.000, 0.085, -0.224, 0.000, 246.891, -3.017, 2.500, 0, 1 
3011775, 527975436, 246.927, 246.965, 0.000, -0.168, 0.000, -0.218, -0.697, 0.000, 246.888, -3.018, 2.500, 0, 1 
3011775, 528989284, 246.927, 246.968, 0.000, -0.178, 0.000, -0.114, 0.344, 0.000, 246.885, -3.020, 2.500, 0, 1 
3011775, 530002239, 246.927, 246.971, 0.000, -0.185, 0.000, -0.240, -0.287, 0.000, 246.882, -3.021, 2.500, 0, 1 
3011775, 531015646, 246.927, 246.973, 0.000, -0.193, 0.000, -0.170, 0.281, 0.000, 246.879, -3.023, 2.500, 0, 1 
3011775, 532027316, 246.927, 246.976, 0.000, -0.201, 0.000, -0.170, 0.880, 0.000, 246.876, -3.024, 2.500, 0, 1 
3011775, 533040632, 246.927, 246.979, 0.000, -0.208, 0.000, -0.243, 0.565, 0.000, 246.873, -3.026, 2.500, 0, 1 
3011775, 534055971, 246.927, 246.982, 0.000, -0.214, 0.000, -0.303, -1.297, 0.000, 246.870, -3.027, 2.500, 0, 1 
3011775, 535068699, 246.927, 246.985, 0.000, -0.225, 0.000, -0.063, 0.155, 0.000, 246.867, -3.029, 2.500, 0, 1 
3011775, 536079059, 246.927, 246.987, 0.000, -0.232, 0.000, -0.230, -0.129, 0.000, 246.864, -3.031, 2.500, 0, 1 
3011775, 537091921, 246.927, 246.990, 0.000, -0.244, 0.000, 0.013, 0.407, 0.000, 246.860, -3.032, 2.500, 0, 1 
3011775, 538106751, 246.927, 246.993, 0.000, -0.254, 0.000, -0.101, -0.823, 0.000, 246.857, -3.034, 2.500, 0, 1 
3011775, 539121184, 246.927, 246.996, 0.000, -0.268, 0.000, 0.126, 0.344, 0.000, 246.854, -3.035, 2.500, 0, 1 
3011775, 540131625, 246.927, 246.999, 0.000, -0.278, 0.000, -0.088, -0.634, 0.000, 246.851, -3.037, 2.500, 0, 1 
3011775, 541143289, 246.927, 247.001, 0.000, -0.292, 0.000, 0.117, 0.786, 0.000, 246.848, -3.038, 2.500, 0, 1 
3011775, 542154066, 246.927, 247.004, 0.000, -0.304, 0.000, 0.013, 0.659, 0.000, 246.845, -3.040, 2.500, 0, 1 
3011775, 543162983, 246.927, 247.007, 0.000, -0.315, 0.000, -0.063, -0.003, 0.000, 246.842, -3.041, 2.500, 0, 1 
3011775, 544172969, 246.927, 247.010, 0.000, -0.325, 0.000, -0.085, -0.319, 0.000, 246.839, -3.043, 2.500, 0, 1 
3011775, 545184230, 246.927, 247.012, 0.000, -0.339, 0.000, 0.132, 0.565, 0.000, 246.836, -3.044, 2.500, 0, 1 
3011775, 546193683, 246.927, 247.015, 0.000, -0.351, 0.000, 0.009, -0.192, 0.000, 246.833, -3.046, 2.500, 0, 1 
3011775, 547202150, 246.927, 247.018, 0.000, -0.366, 0.000, 0.186, 0.880, 0.000, 246.830, -3.047, 2.500, 0, 1 
3011775, 548458575, 246.927, 247.020, 0.000, -0.378, 0.000, 0.003, -0.350, 0.000, 246.827, -3.049, 2.500, 0, 1 
3011775, 549490932, 246.927, 247.023, 0.000, -0.395, 0.000, 0.278, 0.691, 0.000, 246.824, -3.051, 2.500, 0, 1 
3011775, 550503479, 246.927, 247.026, 0.000, -0.410, 0.000, 0.139, -0.003, 0.000, 246.821, -3.052, 2.500, 0, 1 
3011775, 551515291, 246.927, 247.028, 0.000, -0.427, 0.000, 0.259, -0.129, 0.000, 246.818, -3.054, 2.500, 0, 1 
3011775, 552524098, 246.927, 247.031, 0.000, -0.441, 0.000, 0.142, -0.508, 0.000, 246.815, -3.055, 2.500, 0, 1 
3011775, 553535908, 246.927, 247.033, 0.000, -0.455, 0.000, 0.117, 0.028, 0.000, 246.812, -3.057, 2.500, 0, 1 
3011775, 554542390, 246.927, 247.036, 0.000, -0.468, 0.000, 0.095, 0.312, 0.000, 246.809, -3.058, 2.500, 0, 1 
3011775, 555549354, 246.927, 247.039, 0.000, -0.480, 0.000, 0.003, -0.950, 0.000, 246.806, -3.060, 2.500, 0, 1 
3011775, 556558157, 246.927, 247.041, 0.000, -0.493, 0.000, 0.079, 0.060, 0.000, 246.803, -3.061, 2.500, 0, 1 
3011775, 557565811, 246.927, 247.044, 0.000, -0.505, 0.000, 0.060, 0.628, 0.000, 246.800, -3.063, 2.500, 0, 1 
3011775, 558571969, 246.927, 247.046, 0.000, -0.515, 0.000, -0.079, 0.060, 0.000, 246.796, -3.064, 2.500, 0, 1 
3011775, 559579815, 246.927, 247.049, 0.000, -0.528, 0.000, 0.041, 0.281, 0.000, 246.793, -3.066, 2.500, 0, 1 
3011775, 560592727, 246.927, 247.051, 0.000, -0.536, 0.000, -0.155, -1.044, 0.000, 246.790, -3.068, 2.500, 0, 1 
3011775, 561601609, 246.927, 247.054, 0.000, -0.548, 0.000, 0.006, 0.281, 0.000, 246.787, -3.069, 2.500, 0, 1 
3011775, 562609571, 246.927, 247.056, 0.000, -0.557, 0.000, -0.088, 0.249, 0.000, 246.784, -3.071, 2.500, 0, 1 
3011775, 563616985, 246.927, 247.059, 0.000, -0.568, 0.000, -0.022, 0.123, 0.000, 246.781, -3.072, 2.500, 0, 1 
3011775, 564622654, 246.927, 247.061, 0.000, -0.579, 0.000, -0.025, -0.129, 0.000, 246.778, -3.074, 2.500, 0, 1 
3011775, 565665198, 246.927, 247.064, 0.000, -0.590, 0.000, -0.041, -0.098, 0.000, 246.775, -3.075, 2.500, 0, 1 
3011775, 566680673, 246.927, 247.066, 0.000, -0.601, 0.000, -0.028, -0.792, 0.000, 246.772, -3.077, 2.500, 0, 1 
3011775, 567684469, 246.927, 247.069, 0.000, -0.613, 0.000, 0.050, 0.155, 0.000, 246.769, -3.078, 2.500, 0, 1 
3011775, 568688107, 246.927, 247.071, 0.000, -0.623, 0.000, -0.057, 0.502, 0.000, 246.766, -3.080, 2.500, 0, 1 
3011775, 569692193, 246.927, 247.074, 0.000, -0.632, 0.000, -0.129, -0.319, 0.000, 246.763, -3.082, 2.500, 0, 1 
3011775, 570698133, 246.927, 247.076, 0.000, -0.642, 0.000, -0.054, 0.218, 0.000, 246.760, -3.083, 2.500, 0, 1 
3011775, 571729237, 246.927, 247.079, 0.000, -0.651, 0.000, -0.148, -1.454, 0.000, 246.756, -3.085, 2.500, 0, 1 
3011775, 573016790, 246.927, 247.081, 0.000, -0.661, 0.000, -0.028, -0.192, 0.000, 246.753, -3.086, 2.500, 0, 1 
3011775, 574023169, 246.927, 247.084, 0.000, -0.667, 0.000, -0.284, -1.044, 0.000, 246.750, -3.088, 2.500, 0, 1 
3011775, 575028104, 246.927, 247.086, 0.000, -0.676, 0.000, -0.098, 1.133, 0.000, 246.747, -3.089, 2.500, 0, 1 
3011775, 576032910, 246.927, 247.088, 0.000, -0.682, 0.000, -0.315, -0.129, 0.000, 246.744, -3.091, 2.500, 0, 1 
3011775, 577038046, 246.927, 247.091, 0.000, -0.690, 0.000, -0.161, 0.186, 0.000, 246.741, -3.092, 2.500, 0, 1 
3011775, 578041362, 246.927, 247.093, 0.000, -0.699, 0.000, -0.123, -0.098, 0.000, 246.738, -3.094, 2.500, 0, 1 
3011775, 579045985, 246.927, 247.096, 0.000, -0.709, 0.000, -0.038, 0.722, 0.000, 246.735, -3.096, 2.500, 0, 1 
3011775, 580049074, 246.927, 247.098, 0.000, -0.718, 0.000, -0.145, 0.249, 0.000, 246.732, -3.097, 2.500, 0, 1 
3011775, 581088605, 246.927, 247.100, 0.000, -0.726, 0.000, -0.164, -0.981, 0.000, 246.729, -3.099, 2.500, 0, 1 
3011775, 582127440, 246.927, 247.103, 0.000, -0.735, 0.000, -0.114, -0.508, 0.000, 246.726, -3.100, 2.500, 0, 1 
3011775, 583131629, 246.927, 247.105, 0.000, -0.745, 0.000, -0.054, -0.382, 0.000, 246.722, -3.102, 2.500, 0, 1 
3011775, 584135213, 246.927, 247.107, 0.000, -0.761, 0.000, 0.249, 2.962, 0.000, 246.719, -3.103, 2.500, 0, 1 
3011775, 585176390, 246.927, 247.110, 0.000, -0.773, 0.000, 0.035, 0.155, 0.000, 246.716, -3.105, 2.500, 0, 1 
3011775, 586217421, 246.927, 247.112, 0.000, -0.788, 0.000, 0.189, -0.129, 0.000, 246.713, -3.107, 2.500, 0, 1 
3011775, 587221676, 246.927, 247.114, 0.000, -0.803, 0.000, 0.170, -0.603, 0.000, 246.710, -3.108, 2.500, 0, 1 
3011775, 588227703, 246.927, 247.117, 0.000, -0.817, 0.000, 0.145, -0.539, 0.000, 246.707, -3.110, 2.500, 0, 1 
3011775, 589233367, 246.927, 247.119, 0.000, -0.829, 0.000, 0.041, -1.076, 0.000, 246.704, -3.111, 2.500, 0, 1 
3011775, 590239269, 246.927, 247.121, 0.000, -0.839, 0.000, -0.054, -0.760, 0.000, 246.701, -3.113, 2.500, 0, 1 
3011775, 591245542, 246.927, 247.124, 0.000, -0.849, 0.000, -0.101, 0.091, 0.000, 246.698, -3.114, 2.500, 0, 1 
3011775, 592249493, 246.927, 247.126, 0.000, -0.862, 0.000, 0.129, 2.174, 0.000, 246.694, -3.116, 2.500, 0, 1 
3011775, 593252801, 246.927, 247.128, 0.000, -0.874, 0.000, -0.003, 0.249, 0.000, 246.691, -3.118, 2.500, 0, 1 
3011775, 594255770, 246.927, 247.130, 0.000, -0.890, 0.000, 0.259, 0.312, 0.000, 246.688, -3.119, 2.500, 0, 1 
3011775, 595261243, 246.927, 247.133, 0.000, -0.899, 0.000, -0.082, -0.382, 0.000, 246.685, -3.121, 2.500, 0, 1 
3011775, 596266335, 246.927, 247.135, 0.000, -0.910, 0.000, -0.050, -0.224, 0.000, 246.682, -3.122, 2.500, 0, 1 
3011775, 597271555, 246.927, 247.137, 0.000, -0.919, 0.000, -0.076, -0.224, 0.000, 246.679, -3.124, 2.500, 0, 1 
3011775, 598276350, 246.927, 247.139, 0.000, -0.929, 0.000, -0.060, -0.445, 0.000, 246.676, -3.126, 2.500, 0, 1 
3011775, 599281904, 246.927, 247.141, 0.000, -0.940, 0.000, 0.003, -0.129, 0.000, 246.673, -3.127, 2.500, 0, 1 
3011775, 600285649, 246.927, 247.144, 0.000, -0.952, 0.000, 0.038, -0.413, 0.000, 246.669, -3.129, 2.500, 0, 1 
3011775, 601289194, 246.927, 247.146, 0.000, -0.968, 0.000, 0.230, 0.880, 0.000, 246.666, -3.130, 2.500, 0, 1 
3011775, 602329925, 246.927, 247.148, 0.000, -0.981, 0.000, 0.107, 0.155, 0.000, 246.663, -3.132, 2.190, 0, 1 
3011775, 603372029, 246.927, 247.150, 0.000, -0.992, 0.000, 0.006, 0.439, 0.000, 246.660, -3.133, 2.500, 0, 1 
3011775, 604423657, 246.927, 247.152, 0.000, -1.003, 0.000, 0.009, 0.565, 0.000, 246.657, -3.135, 2.500, 0, 1 
3011775, 605469660, 246.928, 247.154, 0.110, -1.014, 1.099, -0.013, 0.218, 0.000, 246.654, -3.137, 2.500, 0, 1 
3011775, 606474287, 246.928, 247.156, 0.000, -1.025, 0.000, -0.003, -0.634, 0.000, 246.651, -3.138, 2.500, 0, 1 
3011775, 607477328, 246.928, 247.159, 0.110, -1.036, 0.000, 0.016, -0.886, 0.000, 246.648, -3.140, 2.500, 0, 1 
3011775, 608480720, 246.928, 247.161, 0.110, -1.049, 0.000, 0.107, 0.439, 0.000, 246.644, -3.141, 2.500, 0, 1 
3011775, 609483661, 246.928, 247.163, 0.110, -1.061, 0.000, 0.038, 0.186, 0.000, 246.641, -3.143, 2.500, 0, 1 
3011775, 610486545, 246.928, 247.165, 0.110, -1.073, 0.000, 0.066, -0.098, 0.000, 246.638, -3.145, 2.500, 0, 1 
3011775, 611489398, 246.928, 247.167, 0.110, -1.087, 0.000, 0.148, 0.123, 0.000, 246.635, -3.146, 2.500, 0, 1 
3011775, 612525904, 246.928, 247.169, 0.110, -1.099, 0.000, 0.050, 0.123, 0.000, 246.632, -3.148, 2.500, 0, 0 
3011775, 613567277, 246.928, 247.171, 0.110, -1.111, 0.000, 0.035, -0.003, 0.000, 246.629, -3.149, 2.500, 0, 1 
3011775, 614603579, 246.928, 247.173, 0.110, -1.121, 0.000, -0.025, -0.287, 0.000, 246.626, -3.151, 2.500, 0, 1 
3011775, 615640424, 246.928, 247.175, 0.110, -1.130, 0.000, -0.107, -0.539, 0.000, 246.622, -3.153, 2.500, 0, 1 
3011775, 616684522, 246.928, 247.177, 0.000, -1.139, 0.000, -0.095, 0.091, 0.000, 246.619, -3.154, 2.500, 0, 1 
3011775, 617689158, 246.928, 247.179, 0.000, -1.146, 0.000, -0.161, -0.666, 0.000, 246.616, -3.156, 2.500, 0, 1 
3011775, 618693923, 246.928, 247.181, 0.000, -1.157, 0.000, -0.019, -0.224, 0.000, 246.613, -3.157, 2.500, 0, 1 
3011775, 619697048, 246.928, 247.183, 0.000, -1.164, 0.000, -0.167, -0.603, 0.000, 246.610, -3.159, 2.190, 0, 1 
3011775, 620700153, 246.928, 247.185, 0.000, -1.172, 0.000, -0.189, -0.413, 0.000, 246.607, -3.161, 2.500, 0, 1 
3011775, 621703119, 246.928, 247.187, 0.000, -1.177, 0.000, -0.256, -0.571, 0.000, 246.603, -3.162, 2.500, 0, 1 
3011775, 622706060, 246.929, 247.189, 0.115, -1.182, 1.147, -0.322, -0.697, 0.000, 246.600, -3.164, 2.500, 0, 1 
3011775, 623708936, 246.929, 247.191, 0.000, -1.185, 0.000, -0.397, -0.760, 0.000, 246.597, -3.165, 2.500, 0, 1 
3011775, 624711661, 246.929, 247.193, 0.115, -1.188, 0.000, -0.388, 0.028, 0.000, 246.594, -3.167, 2.500, 0, 1 
3011775, 625714521, 246.929, 247.195, 0.115, -1.189, 0.000, -0.464, -0.256, 0.000, 246.591, -3.169, 2.500, 0, 1 
3011775, 626718148, 246.929, 247.197, 0.115, -1.194, 0.000, -0.338, 0.439, 0.000, 246.588, -3.170, 2.500, 0, 1 
3011775, 627721123, 246.929, 247.199, 0.115, -1.196, 0.000, -0.410, 0.060, 0.000, 246.584, -3.172, 2.500, 0, 1 
3011775, 628764493, 246.929, 247.201, 0.115, -1.203, 0.000, -0.221, 0.849, 0.000, 246.581, -3.173, 2.500, 0, 1 
3011775, 629807676, 246.929, 247.203, 0.115, -1.211, 0.000, -0.148, 1.290, 0.000, 246.578, -3.175, 2.500, 0, 0 
3011775, 630853655, 246.929, 247.205, 0.115, -1.220, 0.000, -0.101, 0.312, 0.000, 246.575, -3.177, 2.500, 0, 1 
3011775, 631894932, 246.929, 247.207, 0.115, -1.231, 0.000, 0.022, -0.161, 0.000, 246.572, -3.178, 2.500, 0, 1 
