Thu Nov 29 13:04:25 2018
Controller Frequency: 1.50 kHz
Time(s), Time(ns), x, v, f, xdes, vdes, cmd, LSB, LSF
159006, 312393447, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 313919851, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 315435157, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 317037099, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 318563413, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 320084735, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 321603105, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 323203652, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 324780609, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 326301819, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 327879027, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 329391471, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 330903741, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 332408128, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 333963638, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 335470550, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 337015999, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 338597923, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 340102537, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 341635427, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 343187995, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 344723477, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 346262512, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 347803363, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 349342559, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 350881547, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 352423560, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 353964910, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 355503346, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 357044545, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 358603584, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 360107231, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 361645480, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 363183205, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 364724540, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 366265441, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 367804213, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 369343163, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 370847065, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 372362275, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 373895728, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 375495929, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 377081186, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 378685777, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 380188988, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
159006, 381789347, 0.000, 0.000, 433.916, 250.000, 0.000, 1.870, 0, 0 
