Subject ID: 0
Tue Jun 25 11:36:10 2019
Controller Frequency: 1.00 kHz
Time(s), Time(ns), x, xa, v, va, v_unfilt, f, f_unfilt, Fa, xdes, vdes, cmd, LSB, LSF
3013742, 274805525, 248.292, 248.295, 0.000, -0.011, 0.000, -0.069, -0.686, 0.000, 248.289, -3.000, 2.500, 0, 0 
3013742, 275834063, 248.292, 248.298, 0.000, -0.021, 0.000, -0.072, -0.718, 0.000, 248.286, -3.002, 2.500, 0, 0 
3013742, 276846652, 248.292, 248.301, 0.000, -0.030, 0.000, -0.140, -0.718, 0.000, 248.283, -3.003, 2.500, 0, 0 
3013742, 277851960, 248.292, 248.304, 0.000, -0.040, 0.000, -0.127, 0.134, 0.000, 248.280, -3.005, 2.500, 0, 0 
3013742, 278859101, 248.292, 248.307, 0.000, -0.048, 0.000, -0.205, 0.071, 0.000, 248.277, -3.006, 2.500, 0, 0 
3013742, 279865824, 248.292, 248.310, 0.000, -0.056, 0.000, -0.188, 0.103, 0.000, 248.274, -3.008, 2.500, 0, 0 
3013742, 280870891, 248.292, 248.313, 0.000, -0.063, 0.000, -0.241, -0.497, 0.000, 248.271, -3.009, 2.500, 0, 0 
3013742, 281877105, 248.292, 248.316, 0.000, -0.071, 0.000, -0.200, -0.181, 0.000, 248.268, -3.011, 2.500, 0, 0 
3013742, 282881802, 248.292, 248.319, 0.000, -0.079, 0.000, -0.221, 0.103, 0.000, 248.265, -3.012, 2.500, 0, 0 
3013742, 283888610, 248.292, 248.322, 0.000, -0.087, 0.000, -0.207, 0.418, 0.000, 248.262, -3.014, 2.500, 0, 0 
3013742, 284894009, 248.292, 248.324, 0.000, -0.094, 0.000, -0.232, 0.071, 0.000, 248.259, -3.015, 2.500, 0, 1 
3013742, 285899875, 248.292, 248.327, 0.000, -0.103, 0.000, -0.150, -0.213, 0.000, 248.256, -3.017, 2.500, 0, 1 
3013742, 286904238, 248.292, 248.330, 0.000, -0.116, 0.000, 0.052, 1.017, 0.000, 248.253, -3.018, 2.500, 0, 1 
3013742, 287908751, 248.292, 248.333, 0.000, -0.128, 0.000, -0.011, -0.118, 0.000, 248.250, -3.020, 2.500, 0, 1 
3013742, 288914354, 248.292, 248.336, 0.000, -0.141, 0.000, 0.071, -0.181, 0.000, 248.247, -3.021, 2.500, 0, 1 
3013742, 289944054, 248.292, 248.339, 0.000, -0.155, 0.000, 0.084, 0.134, 0.000, 248.244, -3.023, 2.500, 0, 1 
3013742, 290973713, 248.292, 248.342, 0.000, -0.169, 0.000, 0.106, 0.639, 0.000, 248.241, -3.024, 2.500, 0, 1 
3013742, 292008131, 248.292, 248.345, 0.000, -0.179, 0.000, -0.099, -2.043, 0.000, 248.238, -3.026, 2.500, 0, 1 
3013742, 293017506, 248.292, 248.347, 0.000, -0.192, 0.000, 0.071, -1.159, 0.000, 248.235, -3.027, 2.500, 0, 1 
3013742, 294023905, 248.292, 248.350, 0.000, -0.202, 0.000, -0.118, -0.907, 0.000, 248.232, -3.029, 2.500, 0, 1 
3013742, 295036293, 248.292, 248.353, 0.000, -0.212, 0.000, -0.109, 0.765, 0.000, 248.229, -3.030, 2.500, 0, 1 
3013742, 296040929, 248.292, 248.356, 0.000, -0.219, 0.000, -0.235, 0.481, 0.000, 248.226, -3.032, 2.500, 0, 1 
3013742, 297046229, 248.292, 248.359, 0.000, -0.228, 0.000, -0.137, 0.481, 0.000, 248.223, -3.033, 2.500, 0, 1 
3013742, 298053336, 248.292, 248.362, 0.000, -0.233, 0.000, -0.358, -1.191, 0.000, 248.219, -3.035, 2.500, 0, 1 
3013742, 299165688, 248.292, 248.364, 0.000, -0.241, 0.000, -0.159, 0.197, 0.000, 248.216, -3.036, 2.500, 0, 1 
3013742, 300171015, 248.292, 248.367, 0.000, -0.247, 0.000, -0.320, -0.402, 0.000, 248.213, -3.038, 2.500, 0, 1 
3013742, 301177595, 248.292, 248.370, 0.000, -0.255, 0.000, -0.194, 0.797, 0.000, 248.210, -3.040, 2.500, 0, 1 
3013742, 302182216, 248.292, 248.373, 0.000, -0.259, 0.000, -0.409, -0.308, 0.000, 248.207, -3.041, 2.500, 0, 1 
3013742, 303187393, 248.292, 248.376, 0.000, -0.268, 0.000, -0.125, -0.308, 0.000, 248.204, -3.043, 2.500, 0, 1 
3013742, 304192256, 248.292, 248.378, 0.000, -0.281, 0.000, 0.017, 0.260, 0.000, 248.201, -3.044, 2.500, 0, 1 
3013742, 305198109, 248.292, 248.381, 0.000, -0.294, 0.000, 0.058, 0.071, 0.000, 248.198, -3.046, 2.500, 0, 1 
3013742, 306205406, 248.292, 248.384, 0.000, -0.306, 0.000, 0.027, 0.260, 0.000, 248.195, -3.047, 2.500, 0, 1 
3013742, 307211313, 248.292, 248.387, 0.000, -0.316, 0.000, -0.125, -0.844, 0.000, 248.192, -3.049, 2.500, 0, 1 
3013742, 308216160, 248.292, 248.389, 0.000, -0.326, 0.000, -0.062, 0.008, 0.000, 248.189, -3.050, 2.500, 0, 1 
3013742, 309223876, 248.292, 248.392, 0.000, -0.338, 0.000, 0.014, 0.418, 0.000, 248.186, -3.052, 2.500, 0, 1 
3013742, 310228426, 248.292, 248.395, 0.000, -0.348, 0.000, -0.131, -0.844, 0.000, 248.183, -3.053, 2.500, 0, 1 
3013742, 311233607, 248.292, 248.397, 0.000, -0.359, 0.000, -0.014, -0.497, 0.000, 248.180, -3.055, 2.500, 0, 1 
3013742, 312238930, 248.292, 248.400, 0.000, -0.369, 0.000, -0.115, 0.134, 0.000, 248.177, -3.056, 2.500, 0, 1 
3013742, 313244162, 248.292, 248.403, 0.000, -0.377, 0.000, -0.194, -0.465, 0.000, 248.174, -3.058, 2.500, 0, 1 
3013742, 314248895, 248.292, 248.405, 0.000, -0.387, 0.000, -0.106, -0.024, 0.000, 248.171, -3.059, 2.500, 0, 1 
3013742, 315254512, 248.292, 248.408, 0.000, -0.396, 0.000, -0.147, 0.292, 0.000, 248.168, -3.061, 2.500, 0, 1 
3013742, 316259333, 248.292, 248.411, 0.000, -0.405, 0.000, -0.103, 0.828, 0.000, 248.165, -3.063, 2.500, 0, 1 
3013742, 317264400, 248.292, 248.413, 0.000, -0.415, 0.000, -0.137, 0.450, 0.000, 248.162, -3.064, 2.500, 0, 1 
3013742, 318268500, 248.292, 248.416, 0.000, -0.427, 0.000, 0.030, 0.450, 0.000, 248.158, -3.066, 2.500, 0, 1 
3013742, 319275743, 248.292, 248.419, 0.000, -0.440, 0.000, 0.039, 0.103, 0.000, 248.155, -3.067, 2.500, 0, 1 
