Thu Nov 22 15:25:27 2018
StepTime, x, v, f, xdes, vdes, fdes, cmd, IR, LSB, LSF
5854301, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2937495, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2850154, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2937431, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2922866, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2726145, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2716803, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2754107, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
3077919, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
3097035, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
5854301, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2807062, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2774267, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2797623, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2850566, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2886647, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2768643, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2798710, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2632830, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2709373, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
5854301, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2686234, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2702645, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2706095, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2706039, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2702790, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2705807, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2708031, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2703966, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2713389, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
5854301, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2691271, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2801266, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
3106969, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2643930, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2697804, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2565395, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2568932, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2601612, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2704112, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
5854301, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
3299144, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2838693, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2705869, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2552207, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2667017, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
3107864, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2908954, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2874531, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2864086, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
5854301, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2828306, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
3033940, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
3351766, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2832788, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2810597, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
3239528, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
3062784, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2800703, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2855183, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
5854301, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2945831, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
3008628, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
3166436, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2973635, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2807856, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2952144, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2768869, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2929785, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
2905724, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
5854301, 0.00, 0.00, -10.58, 100.00, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, -10
