Wed Nov 28 16:03:12 2018
Controller Frequency: 1.00 kHz
Time(s), Time(ns), x, v, f, xdes, vdes, cmd, LSB, LSF
83333, 604640874, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 606339240, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 607447213, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
83333, 608639937, 0.000, 0.000, -454.994, 250.000, 0.000, 2.350, 0, 0 
83333, 610035756, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
83333, 611242389, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 612313630, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 613333534, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 614353063, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 615372602, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 616443814, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 617463583, 0.000, 0.000, -454.994, 250.000, 0.000, 2.350, 0, 0 
83333, 618488072, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 619598331, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 620713358, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
83333, 621889436, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 623145133, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 624689157, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 625901086, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 627094728, 0.000, 0.000, -454.994, 250.000, 0.000, 2.350, 0, 0 
83333, 628301749, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 629410369, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 630524249, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 631544784, 0.000, 0.000, -454.994, 250.000, 0.000, 2.350, 0, 0 
83333, 632566176, 0.000, 0.000, -454.953, 250.000, 0.000, 2.350, 0, 0 
83333, 633587558, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 634608478, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 635635478, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 636653108, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
83333, 637672078, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
83333, 638735614, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 639756798, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 640780224, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 641803898, 0.000, 0.000, -454.994, 250.000, 0.000, 2.350, 0, 0 
83333, 642822523, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 643841225, 0.000, 0.000, -454.994, 250.000, 0.000, 2.350, 0, 0 
83333, 644858427, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
83333, 645882035, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 646898937, 0.000, 0.000, -454.994, 250.000, 0.000, 2.350, 0, 0 
83333, 647973243, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
83333, 649035168, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 650057683, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 651109339, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 652130766, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 653149833, 0.000, 0.000, -454.994, 250.000, 0.000, 2.350, 0, 0 
83333, 654166455, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
83333, 655183766, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 656201298, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
83333, 657216316, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 658233678, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 659349517, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
83333, 660364679, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
83333, 661382111, 0.000, 0.000, -454.994, 250.000, 0.000, 2.350, 0, 0 
83333, 662400610, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 663415256, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 664432413, 0.000, 0.000, -454.994, 250.000, 0.000, 2.350, 0, 0 
83333, 665449376, 0.000, 0.000, -454.994, 250.000, 0.000, 2.350, 0, 0 
83333, 666468933, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
83333, 667487783, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 668506952, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
83333, 669550869, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 670568350, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
83333, 671585704, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 672681569, 0.000, 0.000, -454.994, 250.000, 0.000, 2.350, 0, 0 
83333, 673698163, 0.000, 0.000, -454.994, 250.000, 0.000, 2.350, 0, 0 
83333, 674717230, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
83333, 675734141, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 676753036, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 677770517, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
83333, 678787236, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
83333, 679841604, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
83333, 680861329, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 681878772, 0.000, 0.000, -454.994, 250.000, 0.000, 2.350, 0, 0 
83333, 682896324, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
83333, 683915203, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
83333, 684933697, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
83333, 685950412, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 686967162, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 687984012, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 689001286, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
83333, 690044649, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
83333, 691062184, 0.000, 0.000, -454.994, 250.000, 0.000, 2.350, 0, 0 
83333, 692080399, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
83333, 693097381, 0.000, 0.000, -454.994, 250.000, 0.000, 2.350, 0, 0 
83333, 694114434, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 695187479, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 696205500, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
83333, 697222921, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 698242370, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 699257682, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
83333, 700309476, 0.000, 0.000, -454.994, 250.000, 0.000, 2.350, 0, 0 
83333, 701326579, 0.000, 0.000, -454.994, 250.000, 0.000, 2.350, 0, 0 
83333, 702343684, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
83333, 703360961, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
83333, 704453063, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 705472168, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 706509050, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
83333, 707527568, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
83333, 708548441, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 709607893, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 710667634, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 711685489, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
83333, 712702757, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
