Thu Nov 22 15:45:05 2018
StepTime, x, v, f, xdes, vdes, fdes, cmd, IR, LSB, LSF
0, 5911227,0.00, 100.00, 0.00, 2.45, 0, 0, 0
1, 2898969,0.00, 100.00, 0.00, 2.45, 0, 0, 0
2, 2763808,0.00, 100.00, 0.00, 2.45, 0, 0, 0
3, 2758026,0.00, 100.00, 0.00, 2.45, 0, 0, 0
4, 2872135,0.00, 100.00, 0.00, 2.45, 0, 0, 0
5, -996995850,0.00, 100.00, 0.00, 2.45, 0, 0, 0
6, 2950529,0.00, 100.00, 0.00, 2.45, 0, 0, 0
7, 2851514,0.00, 100.00, 0.00, 2.45, 0, 0, 0
8, 2997773,0.00, 100.00, 0.00, 2.45, 0, 0, 0
9, 2838706,0.00, 100.00, 0.00, 2.45, 0, 0, 0
0, 5911227,0.00, 100.00, 0.00, 2.45, 0, 0, 0
1, 2680024,0.00, 100.00, 0.00, 2.45, 0, 0, 0
2, 2849911,0.00, 100.00, 0.00, 2.45, 0, 0, 0
3, 2979113,0.00, 100.00, 0.00, 2.45, 0, 0, 0
4, 2859951,0.00, 100.00, 0.00, 2.45, 0, 0, 0
5, 2905261,0.00, 100.00, 0.00, 2.45, 0, 0, 0
6, 2802209,0.00, 100.00, 0.00, 2.45, 0, 0, 0
7, 2811856,0.00, 100.00, 0.00, 2.45, 0, 0, 0
8, 2746802,0.00, 100.00, 0.00, 2.45, 0, 0, 0
9, 2841598,0.00, 100.00, 0.00, 2.45, 0, 0, 0
0, 5911227,0.00, 100.00, 0.00, 2.45, 0, 0, 0
1, 2691668,0.00, 100.00, 0.00, 2.45, 0, 0, 0
2, 2710952,0.00, 100.00, 0.00, 2.45, 0, 0, 0
3, 2705727,0.00, 100.00, 0.00, 2.45, 0, 0, 0
4, 2710296,0.00, 100.00, 0.00, 2.45, 0, 0, 0
5, 2678469,0.00, 100.00, 0.00, 2.45, 0, 0, 0
6, 2735850,0.00, 100.00, 0.00, 2.45, 0, 0, 0
7, 2710248,0.00, 100.00, 0.00, 2.45, 0, 0, 0
8, 2703900,0.00, 100.00, 0.00, 2.45, 0, 0, 0
9, 2677605,0.00, 100.00, 0.00, 2.45, 0, 0, 0
0, 5911227,0.00, 100.00, 0.00, 2.45, 0, 0, 0
1, 2764878,0.00, 100.00, 0.00, 2.45, 0, 0, 0
2, 3418779,0.00, 100.00, 0.00, 2.45, 0, 0, 0
3, 3012783,0.00, 100.00, 0.00, 2.45, 0, 0, 0
4, 2748998,0.00, 100.00, 0.00, 2.45, 0, 0, 0
5, 2661275,0.00, 100.00, 0.00, 2.45, 0, 0, 0
6, 2831586,0.00, 100.00, 0.00, 2.45, 0, 0, 0
7, 3021558,0.00, 100.00, 0.00, 2.45, 0, 0, 0
8, 3234519,0.00, 100.00, 0.00, 2.45, 0, 0, 0
9, 2805609,0.00, 100.00, 0.00, 2.45, 0, 0, 0
0, 5911227,0.00, 100.00, 0.00, 2.45, 0, 0, 0
1, 2764746,0.00, 100.00, 0.00, 2.45, 0, 0, 0
2, 2887474,0.00, 100.00, 0.00, 2.45, 0, 0, 0
3, 3242664,0.00, 100.00, 0.00, 2.45, 0, 0, 0
