Wed Nov 28 16:28:41 2018
Controller Frequency: 1.50 kHz
Time(s), Time(ns), x, v, f, xdes, vdes, cmd, LSB, LSF
84861, 919011347, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84861, 920549456, 0.000, 0.000, -454.994, 250.000, 0.000, 2.350, 0, 0 
84861, 922152530, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84861, 923759634, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
84861, 925324179, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84861, 926910137, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84861, 928438309, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
84861, 930034634, 0.000, 0.000, -454.994, 250.000, 0.000, 2.350, 0, 0 
84861, 931636956, 0.000, 0.000, -454.994, 250.000, 0.000, 2.350, 0, 0 
84861, 933239833, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84861, 934846244, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84861, 936426810, 0.000, 0.000, -454.994, 250.000, 0.000, 2.350, 0, 0 
84861, 938004945, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84861, 939584109, 0.000, 0.000, -454.994, 250.000, 0.000, 2.350, 0, 0 
84861, 941165817, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84861, 942745462, 0.000, 0.000, -454.994, 250.000, 0.000, 2.350, 0, 0 
84861, 944313725, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
84861, 945866100, 0.000, 0.000, -454.994, 250.000, 0.000, 2.350, 0, 0 
84861, 947447890, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84861, 949028514, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
84861, 950654067, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
84861, 952211396, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
84861, 953763165, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84861, 955339096, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84861, 956924485, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
84861, 958503500, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
84861, 960083188, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84861, 961662730, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84861, 963237799, 0.000, 0.000, -454.994, 250.000, 0.000, 2.350, 0, 0 
84861, 964814584, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84861, 966422966, 0.000, 0.000, -454.994, 250.000, 0.000, 2.350, 0, 0 
84861, 967996578, 0.000, 0.000, -454.994, 250.000, 0.000, 2.350, 0, 0 
84861, 969573203, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84861, 971154502, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
84861, 972731349, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
84861, 974305305, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
84861, 975861307, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84861, 977437791, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
84861, 979018756, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84861, 980606918, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84861, 982239252, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84861, 983825371, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84861, 985415381, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
84861, 987003844, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
84861, 988615145, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
84861, 990223074, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
84861, 991828297, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84861, 993437860, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84861, 995045855, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
84861, 996638173, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84861, 998291246, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84861, 999857193, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84862, 1380488, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84862, 2971682, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84862, 4580636, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
84862, 6101204, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84862, 7705924, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
84862, 9226511, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
84862, 10751470, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
84862, 12360631, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84862, 14013148, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84862, 15533667, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84862, 17051511, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
84862, 18571834, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
84862, 20186586, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84862, 21795526, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84862, 23382109, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84862, 24968010, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84862, 26483997, 0.000, 0.000, -454.994, 250.000, 0.000, 2.350, 0, 0 
84862, 28080227, 0.000, 0.000, -454.994, 250.000, 0.000, 2.350, 0, 0 
84862, 29637362, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84862, 31243383, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84862, 32851677, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84862, 34441858, 0.000, 0.000, -454.994, 250.000, 0.000, 2.350, 0, 0 
84862, 36054326, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84862, 37656193, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84862, 39178092, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84862, 40699144, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
84862, 42305384, 0.000, 0.000, -454.981, 250.000, 0.000, 2.350, 0, 0 
84862, 43903400, 0.000, 0.000, -454.967, 250.000, 0.000, 2.350, 0, 0 
