Wed Nov 28 14:36:23 2018
StepTime, x, v, f, xdes, vdes, fdes, cmd, IR, LSB, LSF
0, 78124, 393442558, 0.00, 100.00, 0.00, 2.25, 0, 0 
1, 78124, 396222464, 0.00, 100.00, 0.00, 2.25, 0, 0 
2, 78124, 398890926, 0.00, 100.00, 0.00, 2.25, 0, 0 
3, 78124, 401261040, 0.00, 100.00, 0.00, 2.25, 0, 0 
4, 78124, 403657749, 0.00, 100.00, 0.00, 2.25, 0, 0 
5, 78124, 405867577, 0.00, 100.00, 0.00, 2.25, 0, 0 
6, 78124, 408081762, 0.00, 100.00, 0.00, 2.25, 0, 0 
7, 78124, 410088691, 0.00, 100.00, 0.00, 2.25, 0, 0 
8, 78124, 412094447, 0.00, 100.00, 0.00, 2.25, 0, 0 
9, 78124, 414194868, 0.00, 100.00, 0.00, 2.25, 0, 0 
0, 78124, 416213351, 0.00, 100.00, 0.00, 2.25, 0, 0 
1, 78124, 418313814, 0.00, 100.00, 0.00, 2.25, 0, 0 
2, 78124, 420320763, 0.00, 100.00, 0.00, 2.25, 0, 0 
3, 78124, 422325814, 0.00, 100.00, 0.00, 2.25, 0, 0 
4, 78124, 424330824, 0.00, 100.00, 0.00, 2.25, 0, 0 
5, 78124, 426334323, 0.00, 100.00, 0.00, 2.25, 0, 0 
6, 78124, 428339570, 0.00, 100.00, 0.00, 2.25, 0, 0 
7, 78124, 430422123, 0.00, 100.00, 0.00, 2.25, 0, 0 
8, 78124, 432525127, 0.00, 100.00, 0.00, 2.25, 0, 0 
9, 78124, 434535290, 0.00, 100.00, 0.00, 2.25, 0, 0 
0, 78124, 436553896, 0.00, 100.00, 0.00, 2.25, 0, 0 
1, 78124, 438654957, 0.00, 100.00, 0.00, 2.25, 0, 0 
2, 78124, 440742098, 0.00, 100.00, 0.00, 2.25, 0, 0 
3, 78124, 442852304, 0.00, 100.00, 0.00, 2.25, 0, 0 
4, 78124, 444951951, 0.00, 100.00, 0.00, 2.25, 0, 0 
5, 78124, 447071712, 0.00, 100.00, 0.00, 2.25, 0, 0 
6, 78124, 449189514, 0.00, 100.00, 0.00, 2.25, 0, 0 
7, 78124, 451202784, 0.00, 100.00, 0.00, 2.25, 0, 0 
8, 78124, 453212604, 0.00, 100.00, 0.00, 2.25, 0, 0 
9, 78124, 455217768, 0.00, 100.00, 0.00, 2.25, 0, 0 
0, 78124, 457239996, 0.00, 100.00, 0.00, 2.25, 0, 0 
1, 78124, 459245002, 0.00, 100.00, 0.00, 2.25, 0, 0 
2, 78124, 461252735, 0.00, 100.00, 0.00, 2.25, 0, 0 
3, 78124, 463329662, 0.00, 100.00, 0.00, 2.25, 0, 0 
4, 78124, 465416729, 0.00, 100.00, 0.00, 2.25, 0, 0 
5, 78124, 467423451, 0.00, 100.00, 0.00, 2.25, 0, 0 
6, 78124, 469431126, 0.00, 100.00, 0.00, 2.25, 0, 0 
7, 78124, 471437147, 0.00, 100.00, 0.00, 2.25, 0, 0 
