Subject ID: 4
Wed Jul 17 11:27:58 2019
Controller Frequency: 1.00 kHz
Time(s), Time(ns), x, xa, v, va, v_unfilt, f, f_unfilt, Fa, xdes, vdes, cmd, LSB, LSF
435470, 528878232, 195.896, 195.896, 0.000, 0.014, 0.000, -1.608, -16.084, 0.000, 195.893, -3.000, 2.500, 0, 0 
435470, 529905422, 195.896, 195.896, 0.000, 0.029, 0.000, -1.646, -16.463, 0.000, 195.890, -3.002, 2.500, 0, 0 
435470, 531045790, 195.896, 195.896, 0.000, 0.076, 0.000, -3.299, -16.905, 0.000, 195.887, -3.004, 2.500, 0, 0 
435470, 532056088, 195.896, 195.896, 0.000, 0.155, 0.000, -4.895, -16.400, 0.000, 195.884, -3.006, 2.500, 0, 0 
435470, 533068144, 195.896, 195.896, 0.000, 0.271, 0.000, -6.749, -18.040, 0.000, 195.881, -3.008, 2.500, 0, 0 
435470, 534078770, 195.896, 195.896, 0.000, 0.413, 0.000, -8.118, -15.327, 0.000, 195.878, -3.010, 2.500, 0, 0 
435470, 535092478, 195.896, 195.896, 0.000, 0.592, 0.000, -9.991, -16.021, 0.000, 195.875, -3.012, 2.500, 0, 0 
435470, 536100061, 195.896, 195.896, 0.000, 0.799, 0.000, -11.499, -15.769, 0.000, 195.872, -3.013, 2.500, 0, 0 
435470, 537111128, 195.896, 195.896, 0.000, 1.038, 0.000, -13.114, -15.895, 0.000, 195.869, -3.015, 2.500, 0, 0 
435470, 538123652, 195.896, 195.896, 0.000, 1.306, 0.000, -14.716, -16.148, 0.000, 195.866, -3.017, 2.500, 0, 0 
435470, 539158331, 195.896, 195.896, 0.000, 1.607, 0.000, -16.381, -16.905, 0.000, 195.862, -3.019, 2.500, 0, 1 
435470, 540167375, 195.896, 195.896, 0.000, 1.905, 0.000, -16.346, -16.495, 0.000, 195.859, -3.021, 2.500, 0, 1 
435470, 541177591, 195.896, 195.896, 0.000, 2.206, 0.000, -16.586, -18.450, 0.000, 195.856, -3.023, 2.500, 0, 1 
435470, 542214777, 195.896, 195.896, 0.000, 2.496, 0.000, -16.151, -14.507, 0.000, 195.853, -3.025, 2.500, 0, 1 
435470, 543225728, 195.896, 195.896, 0.000, 2.793, 0.000, -16.580, -16.747, 0.000, 195.850, -3.027, 2.500, 0, 1 
435470, 544236541, 195.896, 195.896, 0.000, 3.080, 0.000, -16.148, -15.958, 0.000, 195.847, -3.029, 2.500, 0, 1 
435470, 545245311, 195.896, 195.896, 0.000, 3.367, 0.000, -16.255, -15.611, 0.000, 195.844, -3.031, 2.500, 0, 1 
435470, 546331538, 195.896, 195.896, 0.000, 3.653, 0.000, -16.289, -16.021, 0.000, 195.841, -3.033, 2.500, 0, 1 
435470, 547340104, 195.896, 195.896, 0.000, 3.938, 0.000, -16.286, -16.148, 0.000, 195.838, -3.035, 2.500, 0, 1 
435470, 548350049, 195.896, 195.896, 0.000, 4.220, 0.000, -16.299, -16.148, 0.000, 195.835, -3.037, 2.500, 0, 1 
435470, 549361307, 195.896, 195.896, 0.000, 4.501, 0.000, -16.299, -16.148, 0.000, 195.832, -3.039, 2.500, 0, 1 
435470, 550370332, 195.896, 195.896, 0.000, 4.777, 0.000, -16.107, -14.980, 0.000, 195.829, -3.040, 2.500, 0, 1 
435470, 551380631, 195.896, 195.896, 0.000, 5.051, 0.000, -16.113, -15.390, 0.000, 195.826, -3.042, 2.500, 0, 1 
435470, 552391552, 195.896, 195.896, 0.000, 5.316, 0.000, -15.772, -15.453, 0.000, 195.823, -3.044, 2.500, 0, 1 
435470, 553401429, 195.896, 195.896, 0.000, 5.581, 0.000, -15.823, -15.075, 0.000, 195.820, -3.046, 2.500, 0, 1 
435470, 554412913, 195.896, 195.896, 0.000, 5.842, 0.000, -15.725, -15.390, 0.000, 195.817, -3.048, 2.500, 0, 1 
435470, 555423140, 195.896, 195.896, 0.000, 6.101, 0.000, -15.677, -15.801, 0.000, 195.814, -3.050, 2.500, 0, 1 
435470, 556433766, 195.896, 195.896, 0.000, 6.359, 0.000, -15.696, -16.211, 0.000, 195.811, -3.052, 2.500, 0, 1 
435470, 557442218, 195.896, 195.896, 0.000, 6.614, 0.000, -15.684, -16.305, 0.000, 195.808, -3.054, 2.500, 0, 1 
435470, 558450487, 195.896, 195.896, 0.000, 6.867, 0.000, -15.627, -15.674, 0.000, 195.805, -3.056, 2.500, 0, 1 
435470, 559517964, 195.896, 195.896, 0.000, 7.122, 0.000, -15.775, -16.999, 0.000, 195.802, -3.058, 2.500, 0, 1 
435470, 560525071, 195.896, 195.896, 0.000, 7.372, 0.000, -15.627, -15.990, 0.000, 195.799, -3.060, 2.500, 0, 1 
435470, 561533962, 195.896, 195.896, 0.000, 7.624, 0.000, -15.813, -15.832, 0.000, 195.796, -3.062, 2.500, 0, 1 
435470, 562543123, 195.896, 195.896, 0.000, 7.875, 0.000, -15.851, -15.611, 0.000, 195.793, -3.064, 2.500, 0, 1 
435470, 563551324, 195.896, 195.896, 0.000, 8.124, 0.000, -15.829, -15.012, 0.000, 195.789, -3.066, 2.500, 0, 1 
435470, 564559925, 195.896, 195.896, 0.000, 8.377, 0.000, -16.072, -16.905, 0.000, 195.786, -3.068, 2.500, 0, 1 
435470, 565569454, 195.896, 195.896, 0.000, 8.625, 0.000, -15.901, -15.580, 0.000, 195.783, -3.070, 2.500, 0, 1 
435470, 566578619, 195.896, 195.896, 0.000, 8.869, 0.000, -15.832, -13.781, 0.000, 195.780, -3.072, 2.500, 0, 1 
435470, 567591137, 195.896, 195.896, 0.000, 9.115, 0.000, -15.977, -15.864, 0.000, 195.777, -3.074, 2.500, 0, 1 
