Thu Nov 29 12:47:28 2018
Controller Frequency: 1.50 kHz
Time(s), Time(ns), x, v, f, xdes, vdes, cmd, LSB, LSF
157989, 751997332, 0.000, 0.000, 433.916, 0.250, 0.000, 2.320, 0, 0 
157989, 754077839, 0.000, 0.000, 433.916, 0.250, 0.000, 2.320, 0, 0 
157989, 755931631, 0.000, 0.000, 433.916, 0.250, 0.000, 2.320, 0, 0 
157989, 757461761, 0.000, 0.000, 433.916, 0.250, 0.000, 2.320, 0, 0 
157989, 759022893, 0.000, 0.000, 433.916, 0.250, 0.000, 2.320, 0, 0 
157989, 760548075, 0.000, 0.000, 433.916, 0.250, 0.000, 2.320, 0, 0 
157989, 762204160, 0.000, 0.000, 433.916, 0.250, 0.000, 2.320, 0, 0 
157989, 763720102, 0.000, 0.000, 433.916, 0.250, 0.000, 2.320, 0, 0 
157989, 765236488, 0.000, 0.000, 433.916, 0.250, 0.000, 2.320, 0, 0 
157989, 766753370, 0.000, 0.000, 433.916, 0.250, 0.000, 2.320, 0, 0 
157989, 768325379, 0.000, 0.000, 433.916, 0.250, 0.000, 2.320, 1, 0 
157989, 769883738, 0.000, 0.000, 433.916, 0.250, 0.000, 2.320, 1, 0 
157989, 771446953, 0.000, 0.000, 433.916, 0.250, 0.000, 2.320, 1, 0 
157989, 772964285, 0.000, 0.000, 433.916, 0.250, 0.000, 2.320, 1, 0 
157989, 774517473, 0.000, 0.000, 433.916, 0.250, 0.000, 2.320, 1, 0 
157989, 776036180, 0.000, 0.000, 433.916, 0.250, 0.000, 2.320, 1, 0 
157989, 777552045, 0.000, 0.000, 433.916, 0.250, 0.000, 2.320, 1, 0 
157989, 779064607, 0.000, 0.000, 433.916, 0.250, 0.000, 2.320, 1, 0 
157989, 780580973, 0.000, 0.000, 433.916, 0.250, 0.000, 2.320, 1, 0 
157989, 782097530, 0.000, 0.000, 433.916, 0.250, 0.000, 2.320, 1, 0 
157989, 783662336, 0.000, 0.000, 433.916, 0.250, 0.000, 2.320, 1, 0 
157989, 785177592, 0.000, 0.000, 433.916, 0.250, 0.000, 2.320, 1, 0 
157989, 786694246, 0.000, 0.000, 433.916, 0.250, 0.000, 2.320, 1, 0 
157989, 788212065, 0.000, 0.000, 433.916, 0.250, 0.000, 2.320, 1, 0 
157989, 789724727, 0.000, 0.000, 433.916, 0.250, 0.000, 2.320, 1, 0 
