Subject ID: 0
Mon Jun 24 13:58:35 2019
Controller Frequency: 1.00 kHz
Time(s), Time(ns), x, xa, v, va, v_unfilt, f, f_unfilt, Fa, xdes, vdes, cmd, LSB, LSF
2935902, 256874911, 248.482, 248.485, 0.000, -0.023, 0.000, -0.040, -0.404, 0.000, 248.479, -3.000, 2.500, 0, 0 
2935902, 258001822, 248.482, 248.488, 0.000, -0.047, 0.000, 0.029, 0.290, 0.000, 248.476, -3.002, 2.500, 0, 0 
2935902, 259016577, 248.482, 248.491, 0.000, -0.070, 0.000, -0.062, -0.215, 0.000, 248.473, -3.003, 2.500, 0, 0 
2935902, 260411690, 248.482, 248.493, 0.000, -0.094, 0.000, 0.021, 0.322, 0.000, 248.470, -3.005, 2.500, 0, 0 
2935902, 261425713, 248.482, 248.496, 0.000, -0.116, 0.000, -0.042, -0.088, 0.000, 248.467, -3.006, 2.500, 0, 0 
2935902, 262441946, 248.482, 248.499, 0.000, -0.140, 0.000, 0.003, 0.038, 0.000, 248.464, -3.008, 2.500, 0, 0 
2935902, 263456849, 248.482, 248.502, 0.000, -0.164, 0.000, 0.064, 0.732, 0.000, 248.461, -3.009, 2.500, 0, 0 
2935902, 264472760, 248.482, 248.505, 0.000, -0.185, 0.000, -0.106, -1.003, 0.000, 248.458, -3.011, 2.500, 0, 0 
2935902, 265639395, 248.482, 248.508, 0.000, -0.209, 0.000, 0.078, 0.101, 0.000, 248.455, -3.012, 2.500, 0, 0 
2935902, 266733974, 248.482, 248.511, 0.000, -0.232, 0.000, 0.028, 0.606, 0.000, 248.452, -3.014, 2.382, 0, 0 
2935902, 267849666, 248.482, 248.513, 0.000, -0.255, 0.000, 0.006, 0.290, 0.000, 248.449, -3.015, 2.500, 0, 1 
2935902, 268924827, 248.482, 248.516, 0.000, -0.278, 0.000, 0.050, -0.278, 0.000, 248.446, -3.017, 2.500, 0, 1 
2935902, 269937630, 248.482, 248.519, 0.000, -0.305, 0.000, 0.215, 1.363, 0.000, 248.443, -3.018, 2.500, 0, 1 
2935902, 270956901, 248.482, 248.522, 0.000, -0.327, 0.000, 0.025, -0.467, 0.000, 248.440, -3.020, 2.500, 0, 1 
2935902, 271972207, 248.483, 248.524, 0.113, -0.353, 1.133, 0.174, -0.025, 0.000, 248.436, -3.021, 2.500, 0, 1 
2935902, 273303885, 248.483, 248.527, 0.000, -0.378, 0.000, 0.192, 0.543, 0.000, 248.433, -3.023, 2.500, 0, 1 
2935902, 274543516, 248.483, 248.529, 0.113, -0.402, 0.000, 0.098, -0.341, 0.000, 248.430, -3.024, 2.500, 0, 1 
2935902, 275559191, 248.483, 248.532, 0.113, -0.425, 0.000, 0.098, -0.151, 0.000, 248.427, -3.026, 2.364, 0, 1 
2935902, 276705066, 248.483, 248.535, 0.113, -0.451, 0.000, 0.259, 0.795, 0.000, 248.424, -3.027, 2.500, 0, 1 
2935902, 277943768, 248.483, 248.537, 0.113, -0.476, 0.000, 0.148, -0.057, 0.000, 248.421, -3.029, 2.500, 0, 0 
2935902, 278954906, 248.483, 248.540, 0.113, -0.501, 0.000, 0.205, 0.322, 0.000, 248.418, -3.030, 2.500, 0, 1 
2935902, 280035182, 248.483, 248.542, 0.113, -0.526, 0.000, 0.221, 0.827, 0.000, 248.415, -3.032, 2.500, 0, 1 
2935902, 281091884, 248.483, 248.545, 0.113, -0.552, 0.000, 0.259, 0.606, 0.000, 248.412, -3.033, 2.500, 0, 1 
2935902, 282176559, 248.483, 248.547, 0.113, -0.573, 0.000, 0.057, -0.877, 0.000, 248.409, -3.035, 2.500, 0, 1 
2935902, 283254683, 248.483, 248.550, 0.113, -0.598, 0.000, 0.237, -0.151, 0.000, 248.406, -3.036, 2.500, 0, 1 
2935902, 284377193, 248.483, 248.552, 0.000, -0.622, 0.000, 0.192, 0.259, 0.000, 248.403, -3.038, 2.500, 0, 1 
2935902, 285544922, 248.483, 248.555, 0.000, -0.644, 0.000, 0.076, -0.215, 0.000, 248.400, -3.039, 2.500, 0, 1 
2935902, 286670183, 248.483, 248.557, 0.000, -0.665, 0.000, 0.047, -1.098, 0.000, 248.397, -3.041, 2.500, 0, 0 
2935902, 287728641, 248.483, 248.559, 0.000, -0.685, 0.000, 0.054, -0.972, 0.000, 248.394, -3.043, 2.500, 0, 1 
2935902, 288844016, 248.483, 248.562, 0.000, -0.702, 0.000, -0.151, -1.129, 0.000, 248.391, -3.044, 2.500, 0, 1 
2935902, 289915186, 248.483, 248.564, 0.000, -0.718, 0.000, -0.155, -0.246, 0.000, 248.388, -3.046, 2.500, 0, 1 
2935902, 291019495, 248.483, 248.566, 0.000, -0.733, 0.000, -0.246, 0.290, 0.000, 248.385, -3.047, 2.500, 0, 1 
2935902, 292165971, 248.483, 248.569, 0.000, -0.745, 0.000, -0.353, 0.290, 0.000, 248.382, -3.049, 2.500, 0, 1 
2935902, 293333406, 248.483, 248.571, 0.000, -0.757, 0.000, -0.407, 0.069, 0.000, 248.379, -3.050, 2.500, 0, 1 
2935902, 294687551, 248.483, 248.573, 0.000, -0.770, 0.000, -0.297, 0.006, 0.000, 248.376, -3.052, 2.500, 0, 1 
2935902, 296087661, 248.483, 248.575, 0.000, -0.784, 0.000, -0.246, 0.290, 0.000, 248.373, -3.053, 2.500, 0, 1 
2935902, 297102021, 248.483, 248.578, 0.000, -0.797, 0.000, -0.319, -0.183, 0.000, 248.370, -3.055, 2.500, 0, 1 
2935902, 298116645, 248.483, 248.580, 0.000, -0.812, 0.000, -0.224, 0.259, 0.000, 248.367, -3.056, 2.500, 0, 1 
2935902, 299133407, 248.483, 248.582, 0.000, -0.827, 0.000, -0.186, -0.278, 0.000, 248.364, -3.058, 2.500, 0, 1 
