Subject ID: 0
Mon Jun 24 14:02:35 2019
Controller Frequency: 1.00 kHz
Time(s), Time(ns), x, xa, v, va, v_unfilt, f, f_unfilt, Fa, xdes, vdes, cmd, LSB, LSF
2936138, 373099446, 248.510, 248.513, 0.000, -0.025, 0.000, 0.032, 0.325, 0.000, 248.507, -3.000, 2.500, 0, 0 
2936138, 374221969, 248.510, 248.516, 0.000, -0.049, 0.000, 0.023, 0.230, 0.000, 248.504, -3.002, 2.500, 0, 0 
2936138, 375520343, 248.510, 248.519, 0.000, -0.073, 0.000, 0.043, 0.104, 0.000, 248.501, -3.003, 2.500, 0, 0 
2936138, 376969491, 248.510, 248.522, 0.000, -0.093, 0.000, -0.212, -2.672, 0.000, 248.498, -3.005, 2.500, 0, 0 
2936138, 377995817, 248.510, 248.525, 0.000, -0.117, 0.000, 0.051, -0.148, 0.000, 248.495, -3.006, 2.500, 0, 0 
2936138, 379065901, 248.510, 248.528, 0.000, -0.137, 0.000, -0.175, 0.262, 0.000, 248.492, -3.008, 2.500, 0, 0 
2936138, 380086255, 248.510, 248.531, 0.000, -0.155, 0.000, -0.256, -0.401, 0.000, 248.489, -3.009, 2.500, 0, 0 
2936138, 381142469, 248.510, 248.534, 0.000, -0.175, 0.000, -0.129, 0.609, 0.000, 248.486, -3.011, 2.500, 0, 0 
2936138, 382176378, 248.510, 248.537, 0.000, -0.193, 0.000, -0.245, -0.148, 0.000, 248.483, -3.012, 2.500, 0, 0 
2936138, 383283678, 248.510, 248.539, 0.000, -0.213, 0.000, -0.146, 0.230, 0.000, 248.480, -3.014, 2.500, 0, 0 
2936138, 384370040, 248.510, 248.542, 0.000, -0.231, 0.000, -0.237, -0.527, 0.000, 248.477, -3.015, 2.500, 0, 1 
2936138, 385451828, 248.510, 248.545, 0.000, -0.248, 0.000, -0.265, -0.716, 0.000, 248.474, -3.017, 2.500, 0, 1 
2936138, 386545162, 248.510, 248.548, 0.000, -0.264, 0.000, -0.312, -0.432, 0.000, 248.471, -3.018, 2.500, 0, 1 
2936138, 387892791, 248.510, 248.550, 0.000, -0.279, 0.000, -0.385, -0.338, 0.000, 248.468, -3.020, 2.500, 0, 1 
2936138, 388977416, 248.510, 248.553, 0.000, -0.299, 0.000, -0.110, 0.167, 0.000, 248.465, -3.021, 2.500, 0, 1 
2936138, 390045774, 248.510, 248.556, 0.000, -0.320, 0.000, -0.060, 0.861, 0.000, 248.462, -3.023, 2.500, 0, 1 
2936138, 391533198, 248.510, 248.559, 0.000, -0.339, 0.000, -0.145, 0.104, 0.000, 248.459, -3.024, 2.500, 0, 1 
2936138, 392815964, 248.510, 248.561, 0.000, -0.360, 0.000, -0.054, -0.243, 0.000, 248.456, -3.026, 2.500, 0, 1 
2936138, 393985384, 248.510, 248.564, 0.000, -0.378, 0.000, -0.177, -0.968, 0.000, 248.453, -3.027, 2.500, 0, 1 
2936138, 395072515, 248.510, 248.567, 0.000, -0.399, 0.000, -0.063, 0.262, 0.000, 248.450, -3.029, 2.500, 0, 1 
2936138, 396083802, 248.510, 248.569, 0.000, -0.417, 0.000, -0.170, 0.388, 0.000, 248.447, -3.030, 2.500, 0, 1 
2936138, 397096744, 248.510, 248.572, 0.000, -0.437, 0.000, -0.057, 0.735, 0.000, 248.444, -3.032, 2.500, 0, 1 
2936138, 398111954, 248.510, 248.574, 0.000, -0.460, 0.000, 0.069, 0.893, 0.000, 248.441, -3.033, 2.500, 0, 1 
2936138, 399275728, 248.510, 248.577, 0.000, -0.484, 0.000, 0.158, 0.609, 0.000, 248.438, -3.035, 2.500, 0, 1 
2936138, 400448322, 248.510, 248.579, 0.000, -0.509, 0.000, 0.196, -0.243, 0.000, 248.435, -3.036, 2.500, 0, 1 
2936138, 401463588, 248.510, 248.582, 0.000, -0.537, 0.000, 0.344, 0.798, 0.000, 248.432, -3.038, 2.500, 0, 1 
2936138, 402488095, 248.510, 248.584, 0.000, -0.561, 0.000, 0.180, 0.262, 0.000, 248.429, -3.039, 2.500, 0, 1 
2936138, 403501261, 248.510, 248.587, 0.000, -0.585, 0.000, 0.167, -0.558, 0.000, 248.426, -3.041, 2.500, 0, 1 
2936138, 404517530, 248.510, 248.589, 0.000, -0.610, 0.000, 0.246, -0.274, 0.000, 248.423, -3.043, 2.500, 0, 1 
2936138, 405609704, 248.510, 248.592, 0.000, -0.637, 0.000, 0.300, -0.148, 0.000, 248.420, -3.044, 2.500, 0, 1 
2936138, 406995094, 248.510, 248.594, 0.000, -0.660, 0.000, 0.142, -1.189, 0.000, 248.417, -3.046, 2.500, 0, 1 
2936138, 408027374, 248.510, 248.597, 0.000, -0.683, 0.000, 0.189, -0.180, 0.000, 248.414, -3.047, 2.500, 0, 1 
2936138, 409180730, 248.510, 248.599, 0.000, -0.703, 0.000, -0.028, -0.432, 0.000, 248.411, -3.049, 2.500, 0, 1 
2936138, 410359021, 248.510, 248.601, 0.000, -0.719, 0.000, -0.183, -0.905, 0.000, 248.408, -3.050, 2.500, 0, 1 
2936138, 411472902, 248.510, 248.604, 0.000, -0.733, 0.000, -0.278, -0.811, 0.000, 248.404, -3.052, 2.500, 0, 1 
2936138, 412644595, 248.510, 248.606, 0.000, -0.747, 0.000, -0.259, 0.041, 0.000, 248.401, -3.053, 2.500, 0, 1 
2936138, 413719664, 248.510, 248.608, 0.000, -0.759, 0.000, -0.375, 0.483, 0.000, 248.398, -3.055, 2.500, 0, 1 
2936138, 414797152, 248.510, 248.610, 0.000, -0.770, 0.000, -0.435, 0.104, 0.000, 248.395, -3.056, 2.500, 0, 1 
2936138, 415883329, 248.510, 248.613, 0.000, -0.782, 0.000, -0.360, -0.180, 0.000, 248.392, -3.058, 2.500, 0, 1 
2936138, 417154230, 248.510, 248.615, 0.000, -0.795, 0.000, -0.319, -0.148, 0.000, 248.389, -3.059, 2.500, 0, 1 
2936138, 418347917, 248.510, 248.617, 0.000, -0.808, 0.000, -0.297, 0.104, 0.000, 248.386, -3.061, 2.500, 0, 1 
2936138, 419411163, 248.510, 248.620, 0.000, -0.822, 0.000, -0.237, -0.338, 0.000, 248.383, -3.062, 2.500, 0, 1 
2936138, 420474100, 248.510, 248.622, 0.000, -0.838, 0.000, -0.167, 0.073, 0.000, 248.380, -3.064, 2.500, 0, 1 
2936138, 421546864, 248.510, 248.624, 0.000, -0.854, 0.000, -0.136, 0.293, 0.000, 248.377, -3.066, 2.500, 0, 1 
2936138, 422623989, 248.510, 248.626, 0.000, -0.871, 0.000, -0.117, -0.495, 0.000, 248.374, -3.067, 2.500, 0, 1 
2936138, 423724221, 248.510, 248.628, 0.000, -0.888, 0.000, -0.082, -1.252, 0.000, 248.371, -3.069, 2.500, 0, 1 
2936138, 424831551, 248.510, 248.631, 0.000, -0.905, 0.000, -0.095, -0.842, 0.000, 248.368, -3.070, 2.500, 0, 1 
2936138, 425895031, 248.510, 248.633, 0.000, -0.920, 0.000, -0.199, -0.148, 0.000, 248.365, -3.072, 2.500, 0, 1 
2936138, 426981427, 248.510, 248.635, 0.000, -0.933, 0.000, -0.271, 0.073, 0.000, 248.362, -3.073, 2.500, 0, 1 
2936138, 428072772, 248.510, 248.637, 0.000, -0.945, 0.000, -0.300, -0.243, 0.000, 248.359, -3.075, 2.500, 0, 1 
2936138, 429158929, 248.510, 248.639, 0.000, -0.957, 0.000, -0.338, -0.842, 0.000, 248.355, -3.076, 2.500, 0, 1 
2936138, 430190944, 248.510, 248.641, 0.000, -0.969, 0.000, -0.303, -0.148, 0.000, 248.352, -3.078, 2.500, 0, 1 
2936138, 431391866, 248.510, 248.643, 0.000, -0.980, 0.000, -0.353, -0.148, 0.000, 248.349, -3.079, 2.500, 0, 1 
2936138, 433268947, 248.510, 248.645, 0.000, -0.991, 0.000, -0.379, -0.180, 0.000, 248.346, -3.081, 2.190, 0, 1 
2936138, 434527580, 248.510, 248.648, 0.000, -1.001, 0.000, -0.407, -0.022, 0.000, 248.343, -3.083, 2.500, 0, 1 
2936138, 435587045, 248.510, 248.650, 0.000, -1.011, 0.000, -0.426, -0.527, 0.000, 248.340, -3.084, 2.500, 0, 1 
2936138, 436656392, 248.510, 248.652, 0.000, -1.025, 0.000, -0.205, 0.451, 0.000, 248.337, -3.086, 2.500, 0, 1 
2936138, 437770214, 248.510, 248.654, 0.000, -1.039, 0.000, -0.192, 0.262, 0.000, 248.334, -3.087, 2.500, 0, 1 
2936138, 438818948, 248.512, 248.656, 0.110, -1.055, 1.097, -0.085, 0.735, 0.000, 248.331, -3.089, 2.500, 0, 1 
2936138, 439832516, 248.512, 248.658, 0.000, -1.070, 0.000, -0.170, -0.306, 0.000, 248.328, -3.090, 2.500, 0, 1 
2936138, 440852694, 248.512, 248.660, 0.110, -1.086, 0.000, -0.088, -0.464, 0.000, 248.325, -3.092, 2.500, 0, 1 
2936138, 441865600, 248.512, 248.662, 0.110, -1.105, 0.000, 0.060, 0.483, 0.000, 248.322, -3.093, 2.190, 0, 1 
2936138, 442881611, 248.512, 248.664, 0.110, -1.121, 0.000, -0.057, -0.369, 0.000, 248.318, -3.095, 2.500, 0, 1 
2936138, 443895079, 248.512, 248.666, 0.110, -1.143, 0.000, 0.215, 1.713, 0.000, 248.315, -3.097, 2.500, 0, 0 
2936138, 444925747, 248.512, 248.668, 0.110, -1.162, 0.000, 0.076, 0.514, 0.000, 248.312, -3.098, 2.500, 0, 1 
2936138, 445939324, 248.513, 248.670, 0.223, -1.184, 1.135, 0.265, 0.672, 0.000, 248.309, -3.100, 2.500, 0, 1 
2936138, 446950021, 248.513, 248.672, 0.110, -1.207, 0.000, 0.312, 0.104, 0.000, 248.306, -3.101, 2.500, 0, 1 
2936138, 447959854, 248.513, 248.673, 0.223, -1.231, 0.000, 0.347, 0.230, 0.000, 248.303, -3.103, 2.500, 0, 1 
2936138, 448971238, 248.513, 248.675, 0.223, -1.256, 0.000, 0.375, 0.672, 0.000, 248.300, -3.104, 2.500, 0, 1 
2936138, 449982105, 248.513, 248.677, 0.113, -1.278, 0.000, 0.284, 0.262, 0.000, 248.297, -3.106, 2.500, 0, 1 
2936138, 450992819, 248.513, 248.679, 0.113, -1.301, 0.000, 0.347, -0.085, 0.000, 248.294, -3.107, 2.500, 0, 1 
2936138, 452016249, 248.514, 248.681, 0.226, -1.327, 1.124, 0.489, 0.609, 0.000, 248.290, -3.109, 2.190, 0, 0 
2936138, 453024168, 248.514, 248.683, 0.113, -1.352, 0.000, 0.420, 0.483, 0.000, 248.287, -3.111, 2.500, 0, 1 
2936138, 454031903, 248.514, 248.684, 0.226, -1.377, 0.000, 0.480, 0.104, 0.000, 248.284, -3.112, 2.500, 0, 1 
2936138, 455040881, 248.514, 248.686, 0.226, -1.401, 0.000, 0.372, 0.262, 0.000, 248.281, -3.114, 2.500, 0, 1 
2936138, 456047747, 248.514, 248.688, 0.226, -1.422, 0.000, 0.290, -0.148, 0.000, 248.278, -3.115, 2.500, 0, 1 
2936138, 457054758, 248.514, 248.689, 0.112, -1.443, 0.000, 0.271, 0.073, 0.000, 248.275, -3.117, 2.500, 0, 1 
2936138, 458075287, 248.515, 248.691, 0.225, -1.463, 1.127, 0.205, -0.338, 0.000, 248.272, -3.118, 2.500, 0, 1 
2936138, 459084792, 248.515, 248.693, 0.112, -1.482, 0.000, 0.202, -0.211, 0.000, 248.269, -3.120, 2.500, 0, 1 
2936138, 460094843, 248.515, 248.694, 0.225, -1.502, 0.000, 0.246, 1.240, 0.000, 248.266, -3.122, 2.500, 0, 1 
2936138, 461105129, 248.515, 248.696, 0.225, -1.521, 0.000, 0.218, 1.429, 0.000, 248.262, -3.123, 2.500, 0, 1 
2936138, 462116230, 248.515, 248.698, 0.225, -1.539, 0.000, 0.142, -0.653, 0.000, 248.259, -3.125, 2.500, 0, 0 
2936138, 463126335, 248.515, 248.699, 0.113, -1.561, 0.000, 0.334, 0.451, 0.000, 248.256, -3.126, 2.500, 0, 1 
2936138, 464134457, 248.515, 248.701, 0.113, -1.581, 0.000, 0.268, 0.924, 0.000, 248.253, -3.128, 2.500, 0, 1 
2936138, 465145105, 248.515, 248.702, 0.113, -1.599, 0.000, 0.189, -0.211, 0.000, 248.250, -3.129, 2.500, 0, 1 
2936138, 466154100, 248.515, 248.704, 0.113, -1.620, 0.000, 0.325, 0.483, 0.000, 248.247, -3.131, 2.500, 0, 1 
2936138, 467162734, 248.515, 248.705, 0.113, -1.640, 0.000, 0.262, -0.085, 0.000, 248.244, -3.133, 2.500, 0, 1 
2936138, 468171312, 248.515, 248.707, 0.113, -1.660, 0.000, 0.281, -0.306, 0.000, 248.241, -3.134, 2.500, 0, 1 
2936138, 469181399, 248.515, 248.708, 0.000, -1.681, 0.000, 0.356, 0.199, 0.000, 248.237, -3.136, 2.500, 0, 1 
2936138, 470190491, 248.515, 248.710, 0.000, -1.700, 0.000, 0.243, -0.842, 0.000, 248.234, -3.137, 2.500, 0, 1 
2936138, 471199066, 248.515, 248.711, 0.000, -1.718, 0.000, 0.221, -0.022, 0.000, 248.231, -3.139, 2.500, 0, 1 
2936138, 472206388, 248.515, 248.712, 0.000, -1.731, 0.000, -0.032, -0.274, 0.000, 248.228, -3.140, 2.500, 0, 1 
2936138, 473214995, 248.515, 248.714, 0.000, -1.746, 0.000, 0.069, 0.104, 0.000, 248.225, -3.142, 2.500, 0, 1 
2936138, 474223420, 248.515, 248.715, 0.000, -1.761, 0.000, 0.073, 0.861, 0.000, 248.222, -3.144, 2.500, 0, 1 
2936138, 475230975, 248.515, 248.717, 0.000, -1.773, 0.000, -0.101, -0.054, 0.000, 248.219, -3.145, 2.500, 0, 1 
2936138, 476237931, 248.515, 248.718, 0.000, -1.786, 0.000, 0.025, 0.136, 0.000, 248.215, -3.147, 2.500, 0, 1 
2936138, 477246186, 248.515, 248.719, 0.000, -1.798, 0.000, -0.079, -0.369, 0.000, 248.212, -3.148, 2.500, 0, 1 
2936138, 478260049, 248.515, 248.721, 0.000, -1.810, 0.000, -0.060, -0.401, 0.000, 248.209, -3.150, 2.500, 0, 1 
2936138, 479422029, 248.515, 248.722, 0.000, -1.822, 0.000, -0.076, -0.495, 0.000, 248.206, -3.152, 2.500, 0, 1 
2936138, 480476787, 248.515, 248.723, 0.000, -1.833, 0.000, -0.110, -0.243, 0.000, 248.203, -3.153, 2.500, 0, 1 
2936138, 481485827, 248.515, 248.725, 0.000, -1.847, 0.000, 0.013, 0.640, 0.000, 248.200, -3.155, 2.500, 0, 1 
2936138, 482493965, 248.515, 248.726, 0.000, -1.860, 0.000, 0.044, 1.177, 0.000, 248.196, -3.156, 2.500, 0, 1 
2936138, 483499865, 248.515, 248.727, 0.000, -1.874, 0.000, 0.032, 0.136, 0.000, 248.193, -3.158, 2.500, 0, 1 
2936138, 484506552, 248.515, 248.729, 0.000, -1.890, 0.000, 0.167, 0.420, 0.000, 248.190, -3.159, 2.500, 0, 1 
2936138, 485513269, 248.515, 248.730, 0.000, -1.906, 0.000, 0.120, 0.672, 0.000, 248.187, -3.161, 2.500, 0, 1 
2936138, 486520926, 248.515, 248.731, 0.000, -1.921, 0.000, 0.145, 0.451, 0.000, 248.184, -3.163, 2.500, 0, 1 
2936138, 487527731, 248.515, 248.732, 0.000, -1.937, 0.000, 0.164, 0.104, 0.000, 248.181, -3.164, 2.500, 0, 1 
