Thu Nov 22 16:10:14 2018
StepTime, x, v, f, xdes, vdes, fdes, cmd, IR, LSB, LSF
0, 6294975,0.00, 60.00, 0.00, 2.41, 0, 0, 0
1, 2867443,0.00, 60.00, 0.00, 2.41, 0, 0, 0
2, 2709576,0.00, 60.00, 0.00, 2.41, 0, 0, 0
3, 2943738,0.00, 60.00, 0.00, 2.41, 0, 0, 0
4, 2877731,0.00, 60.00, 0.00, 2.41, 0, 0, 0
5, 2820841,0.00, 60.00, 0.00, 2.41, 0, 0, 0
6, 2844935,0.00, 60.00, 0.00, 2.41, 0, 0, 0
7, 2782996,0.00, 60.00, 0.00, 2.41, 0, 0, 0
8, 2730203,0.00, 60.00, 0.00, 2.41, 0, 0, 0
9, 3015280,0.00, 60.00, 0.00, 2.41, 0, 0, 0
0, 3664377,0.00, 60.00, 0.00, 2.41, 0, 0, 0
1, 3142100,0.00, 60.00, 0.00, 2.41, 0, 0, 0
2, 2726806,0.00, 60.00, 0.00, 2.41, 0, 0, 0
3, 2707156,0.00, 60.00, 0.00, 2.41, 0, 0, 0
4, 3066182,0.00, 60.00, 0.00, 2.41, 0, 0, 0
5, 3067394,0.00, 60.00, 0.00, 2.41, 0, 0, 0
6, 2907595,0.00, 60.00, 0.00, 2.41, 0, 0, 0
7, 2892220,0.00, 60.00, 0.00, 2.41, 0, 0, 0
8, 2857352,0.00, 60.00, 0.00, 2.41, 0, 0, 0
9, 2825866,0.00, 60.00, 0.00, 2.41, 0, 0, 0
0, 2792649,0.00, 60.00, 0.00, 2.41, 0, 0, 0
1, 2812588,0.00, 60.00, 0.00, 2.41, 0, 0, 0
2, 3041998,0.00, 60.00, 0.00, 2.41, 0, 0, 0
3, 2988827,0.00, 60.00, 0.00, 2.41, 0, 0, 0
4, 3028709,0.00, 60.00, 0.00, 2.41, 0, 0, 0
5, 3116509,0.00, 60.00, 0.00, 2.41, 0, 0, 0
6, 3085790,0.00, 60.00, 0.00, 2.41, 0, 0, 0
7, 3250635,0.00, 60.00, 0.00, 2.41, 0, 0, 0
8, 3418312,0.00, 60.00, 0.00, 2.41, 0, 0, 0
