Subject ID: 1
Tue Jun 25 13:42:34 2019
Controller Frequency: 1.00 kHz
Time(s), Time(ns), x, xa, v, va, v_unfilt, f, f_unfilt, Fa, xdes, vdes, cmd, LSB, LSF
3021333, 227252109, 352.996, 352.999, 0.000, -0.014, 0.000, 0.082, 0.817, 0.000, 352.993, -3.000, 2.500, 0, 0 
3021333, 228259463, 352.996, 353.002, 0.000, -0.025, 0.000, -0.026, -0.256, 0.000, 352.990, -3.001, 2.500, 0, 0 
3021333, 229267969, 352.996, 353.005, 0.000, -0.039, 0.000, 0.113, 0.312, 0.000, 352.987, -3.002, 2.500, 0, 0 
3021333, 230302732, 352.996, 353.008, 0.000, -0.053, 0.000, 0.109, 0.533, 0.000, 352.984, -3.003, 2.500, 0, 0 
3021333, 231563716, 352.996, 353.011, 0.000, -0.067, 0.000, 0.112, 0.249, 0.000, 352.981, -3.004, 2.500, 0, 0 
3021333, 232582301, 352.996, 353.014, 0.000, -0.081, 0.000, 0.112, -0.287, 0.000, 352.978, -3.005, 2.500, 0, 0 
3021333, 233590582, 352.996, 353.017, 0.000, -0.096, 0.000, 0.162, -0.035, 0.000, 352.975, -3.006, 2.500, 0, 0 
3021333, 234617028, 352.996, 353.020, 0.000, -0.110, 0.000, 0.105, -0.319, 0.000, 352.972, -3.007, 2.500, 0, 0 
3021333, 235641228, 352.996, 353.022, 0.000, -0.124, 0.000, 0.105, -0.287, 0.000, 352.969, -3.009, 2.500, 0, 0 
3021333, 236681040, 352.996, 353.025, 0.000, -0.139, 0.000, 0.164, 0.628, 0.000, 352.966, -3.010, 2.500, 0, 0 
3021333, 237685447, 352.996, 353.028, 0.000, -0.153, 0.000, 0.139, 0.659, 0.000, 352.963, -3.011, 2.500, 0, 1 
3021333, 238772407, 352.996, 353.031, 0.000, -0.167, 0.000, 0.117, 0.628, 0.000, 352.960, -3.012, 2.500, 0, 1 
3021333, 239775653, 352.996, 353.034, 0.000, -0.181, 0.000, 0.129, -0.161, 0.000, 352.957, -3.013, 2.500, 0, 1 
3021333, 240871429, 352.996, 353.037, 0.000, -0.199, 0.000, 0.312, 1.353, 0.000, 352.954, -3.014, 2.500, 0, 1 
3021333, 241879548, 352.996, 353.040, 0.000, -0.212, 0.000, 0.079, -0.287, 0.000, 352.951, -3.015, 2.500, 0, 1 
3021333, 242885526, 352.996, 353.042, 0.000, -0.229, 0.000, 0.268, 0.502, 0.000, 352.948, -3.016, 2.500, 0, 1 
3021333, 243892553, 352.996, 353.045, 0.000, -0.244, 0.000, 0.218, -0.003, 0.000, 352.945, -3.017, 2.500, 0, 1 
3021333, 244897013, 352.996, 353.048, 0.000, -0.263, 0.000, 0.388, 1.164, 0.000, 352.942, -3.018, 2.500, 0, 1 
3021333, 245946846, 352.996, 353.051, 0.000, -0.280, 0.000, 0.284, -0.192, 0.000, 352.939, -3.019, 2.331, 0, 1 
3021333, 246968340, 352.996, 353.053, 0.000, -0.300, 0.000, 0.454, 0.060, 0.000, 352.936, -3.020, 2.500, 0, 1 
3021333, 248029184, 352.996, 353.056, 0.000, -0.320, 0.000, 0.416, 0.502, 0.000, 352.933, -3.021, 2.500, 0, 1 
3021333, 249035392, 352.996, 353.059, 0.000, -0.335, 0.000, 0.208, -0.981, 0.000, 352.930, -3.022, 2.500, 0, 1 
3021333, 250040881, 352.996, 353.061, 0.000, -0.351, 0.000, 0.268, -0.256, 0.000, 352.927, -3.023, 2.500, 0, 1 
3021333, 251051201, 352.996, 353.064, 0.000, -0.366, 0.000, 0.186, -0.256, 0.000, 352.924, -3.025, 2.500, 0, 1 
3021333, 252055135, 352.996, 353.067, 0.000, -0.380, 0.000, 0.132, 0.817, 0.000, 352.921, -3.026, 2.500, 0, 1 
3021333, 253061137, 352.996, 353.069, 0.000, -0.392, 0.000, 0.057, 0.028, 0.000, 352.918, -3.027, 2.500, 0, 1 
3021333, 254097132, 352.996, 353.072, 0.000, -0.406, 0.000, 0.151, 0.659, 0.000, 352.915, -3.028, 2.500, 0, 1 
3021333, 255183014, 352.996, 353.075, 0.000, -0.418, 0.000, 0.082, -0.066, 0.000, 352.912, -3.029, 2.500, 0, 1 
3021333, 256185819, 352.996, 353.077, 0.000, -0.431, 0.000, 0.114, 0.754, 0.000, 352.909, -3.030, 2.500, 0, 0 
3021333, 257271361, 352.996, 353.080, 0.000, -0.446, 0.000, 0.202, 1.511, 0.000, 352.905, -3.031, 2.500, 0, 1 
3021333, 258275686, 352.996, 353.082, 0.000, -0.460, 0.000, 0.186, 0.659, 0.000, 352.902, -3.032, 2.500, 0, 1 
3021333, 259413803, 352.996, 353.085, 0.000, -0.476, 0.000, 0.249, 0.281, 0.000, 352.899, -3.033, 2.500, 0, 1 
3021333, 260417946, 352.996, 353.088, 0.000, -0.494, 0.000, 0.397, 0.123, 0.000, 352.896, -3.034, 2.500, 0, 1 
3021333, 261424940, 352.996, 353.090, 0.000, -0.515, 0.000, 0.527, 0.880, 0.000, 352.893, -3.035, 2.500, 0, 1 
3021333, 262430104, 352.996, 353.093, 0.000, -0.537, 0.000, 0.543, 0.659, 0.000, 352.890, -3.036, 2.500, 0, 1 
3021333, 263454783, 352.996, 353.095, 0.000, -0.556, 0.000, 0.470, -0.129, 0.000, 352.887, -3.037, 2.500, 0, 1 
3021333, 264843431, 352.996, 353.098, 0.000, -0.578, 0.000, 0.546, -0.003, 0.000, 352.884, -3.038, 2.237, 0, 1 
3021333, 265848649, 352.996, 353.100, 0.000, -0.597, 0.000, 0.442, -0.256, 0.000, 352.881, -3.040, 2.500, 0, 1 
3021333, 266887032, 352.997, 353.102, 0.111, -0.619, 1.107, 0.587, 1.133, 0.000, 352.878, -3.041, 2.500, 0, 1 
3021333, 267896678, 352.997, 353.105, 0.000, -0.636, 0.000, 0.385, 0.123, 0.000, 352.875, -3.042, 2.500, 0, 1 
3021333, 268903895, 352.997, 353.107, 0.111, -0.654, 0.000, 0.369, 0.344, 0.000, 352.872, -3.043, 2.500, 0, 1 
3021333, 269909776, 352.997, 353.110, 0.111, -0.669, 0.000, 0.262, -0.192, 0.000, 352.869, -3.044, 2.500, 0, 1 
3021333, 270915204, 352.997, 353.112, 0.111, -0.685, 0.000, 0.293, 0.060, 0.000, 352.866, -3.045, 2.500, 0, 1 
3021333, 271921535, 352.997, 353.114, 0.111, -0.697, 0.000, 0.114, -1.423, 0.000, 352.863, -3.046, 2.500, 0, 1 
3021333, 272949404, 352.997, 353.117, 0.111, -0.710, 0.000, 0.167, -0.066, 0.000, 352.860, -3.047, 2.500, 0, 1 
3021333, 274035924, 352.997, 353.119, 0.111, -0.720, 0.000, -0.006, 0.281, 0.000, 352.857, -3.048, 2.500, 0, 1 
3021333, 275039066, 352.997, 353.121, 0.111, -0.730, 0.000, 0.025, 0.533, 0.000, 352.854, -3.049, 2.500, 0, 0 
3021333, 276057525, 352.997, 353.124, 0.111, -0.742, 0.000, 0.085, 0.849, 0.000, 352.851, -3.050, 2.500, 0, 1 
