Subject ID: 0
Mon Jun 24 14:13:46 2019
Controller Frequency: 1.00 kHz
Time(s), Time(ns), x, xa, v, va, v_unfilt, f, f_unfilt, Fa, xdes, vdes, cmd, LSB, LSF
2936805, 718058000, 251.054, 251.054, 0.000, -0.001, 0.000, 0.052, 0.519, 0.000, 100.000, 0.000, 2.500, 0, 0 
2936805, 719140990, 251.054, 251.054, 0.000, -0.002, 0.000, 0.074, 0.740, 0.000, 100.000, 0.000, 2.500, 0, 0 
2936805, 720200635, 251.054, 251.054, 0.000, -0.005, 0.000, 0.120, 0.677, 0.000, 100.000, 0.000, 2.500, 0, 0 
2936805, 721259365, 251.054, 251.054, 0.000, -0.009, 0.000, 0.212, 0.866, 0.000, 100.000, 0.000, 2.500, 0, 0 
2936805, 722314811, 251.054, 251.054, 0.000, -0.014, 0.000, 0.245, 0.519, 0.000, 100.000, 0.000, 2.500, 0, 0 
2936805, 723372782, 251.054, 251.054, 0.000, -0.017, 0.000, 0.162, -1.185, 0.000, 100.000, 0.000, 2.500, 0, 0 
2936805, 724408188, 251.054, 251.054, 0.000, -0.024, 0.000, 0.356, 0.235, 0.000, 100.000, 0.000, 2.500, 0, 0 
2936805, 725417379, 251.054, 251.054, 0.000, -0.028, 0.000, 0.209, -0.049, 0.000, 100.000, 0.000, 2.500, 0, 0 
2936805, 726426703, 251.054, 251.054, 0.000, -0.033, 0.000, 0.264, 0.267, 0.000, 100.000, 0.000, 2.500, 0, 0 
2936805, 727436146, 251.054, 251.054, 0.000, -0.037, 0.000, 0.237, 0.046, 0.000, 100.000, 0.000, 2.500, 0, 0 
2936805, 728445243, 251.054, 251.054, 0.000, -0.043, 0.000, 0.320, 0.614, 0.000, 100.000, 0.000, 2.570, 0, 1 
2936805, 729457342, 251.054, 251.054, 0.000, -0.046, 0.000, 0.147, -0.648, 0.000, 100.000, 0.000, 2.570, 0, 1 
2936805, 730479649, 251.054, 251.054, 0.000, -0.051, 0.000, 0.254, 0.550, 0.000, 100.000, 0.000, 2.570, 0, 1 
2936805, 731878073, 251.054, 251.054, 0.000, -0.050, 0.000, -0.014, -0.806, 0.000, 100.000, 0.000, 2.570, 0, 1 
2936805, 733080181, 251.054, 251.054, 0.000, -0.046, 0.000, -0.162, -1.973, 0.000, 100.000, 0.000, 2.570, 0, 1 
2936805, 734086483, 251.054, 251.054, 0.000, -0.043, 0.000, -0.140, -0.427, 0.000, 100.000, 0.000, 2.570, 0, 1 
2936805, 735143918, 251.053, 251.054, -0.109, -0.039, -1.088, -0.175, 0.014, 0.000, 100.000, 0.000, 2.500, 0, 1 
2936805, 736202341, 251.053, 251.054, 0.000, -0.034, 0.000, -0.270, -0.270, 0.000, 100.000, 0.000, 2.500, 0, 0 
2936805, 737261470, 251.053, 251.054, -0.109, -0.030, 0.000, -0.175, 0.614, 0.000, 100.000, 0.000, 2.500, 0, 1 
2936805, 738267910, 251.053, 251.054, -0.109, -0.026, 0.000, -0.178, 1.118, 0.000, 100.000, 0.000, 2.500, 0, 1 
2936805, 739297001, 251.053, 251.054, -0.109, -0.023, 0.000, -0.137, 0.961, 0.000, 100.000, 0.000, 2.500, 0, 1 
